movieId,r_bar_i,percentile,group
8894,2.38,10.71,G4
8895,3.26,52.17,G8
8896,3.14,43.97,G7
8897,3.31,54.87,G8
8898,3.35,57.99,G8
8899,3.25,49.85,G7
8900,3.21,48.06,G7
8901,3.5,68.96,G9
8902,2.65,18.88,G4
8903,2.33,9.86,G3
8904,1.81,3.54,G2
8905,3.09,41.41,G7
8906,3.17,46.26,G7
8907,2.92,28.97,G5
8908,3.22,48.9,G7
8909,2.33,9.86,G3
8910,3.62,77.82,G10
8911,3.09,41.14,G7
8912,2.53,16.22,G4
8913,3.25,50.94,G8
8914,3.86,90.16,G10
8915,3.62,77.76,G10
8916,3.23,49.2,G7
8917,3.52,72.37,G10
8918,3.39,60.6,G9
8919,3.16,44.99,G7
8920,3.73,83.95,G10
8921,3.48,65.35,G9
8922,3.12,42.82,G7
8923,3.52,72.39,G10
8924,3.31,55.06,G8
8925,3.38,60.14,G9
8926,3.3,54.46,G8
8927,2.82,25.04,G5
8928,3.42,62.19,G9
8929,3.15,44.74,G7
8930,3.82,88.43,G10
8931,3.37,58.87,G8
8932,2.72,21.0,G5
8933,3.63,78.7,G10
8934,2.49,12.3,G4
8935,2.79,23.77,G5
8936,3.79,87.32,G10
8937,3.56,74.53,G10
8938,3.48,65.25,G9
8939,3.17,46.39,G7
8940,2.71,20.77,G5
8941,2.6,17.51,G4
8942,3.17,45.77,G7
8943,3.54,73.16,G10
8944,2.81,24.59,G5
8945,2.88,27.28,G5
8946,2.51,16.03,G4
8947,2.83,25.23,G5
8948,2.96,30.36,G6
8949,3.73,83.87,G10
8950,3.83,88.77,G10
8951,3.78,86.84,G10
8952,3.19,46.98,G7
8953,2.89,27.81,G5
8954,3.52,72.22,G10
8955,3.43,62.78,G9
8956,3.15,44.72,G7
8957,3.49,65.85,G9
8958,3.82,88.57,G10
8959,2.97,30.69,G6
8960,3.03,38.65,G6
8961,3.91,91.79,G10
8962,3.27,52.56,G8
8963,2.56,16.72,G4
8964,2.88,27.28,G5
8965,3.17,46.23,G7
8966,3.6,76.76,G10
8967,2.27,9.04,G3
8968,3.16,44.95,G7
8969,2.97,31.0,G6
8970,3.79,87.34,G10
8971,3.53,72.64,G10
8972,3.42,62.23,G9
8973,3.83,88.9,G10
8974,3.11,42.34,G7
8975,2.7,20.37,G5
8976,3.05,39.39,G6
8977,2.61,17.79,G4
8978,2.31,9.45,G3
8979,3.46,64.48,G9
8980,3.31,55.29,G8
8981,3.63,78.49,G10
8982,3.74,84.29,G10
8983,3.75,84.75,G10
8984,3.25,51.99,G8
8985,2.98,31.26,G6
8986,2.99,31.34,G6
8987,3.35,58.19,G8
8988,2.72,20.87,G5
8989,3.62,77.93,G10
8990,2.84,26.05,G5
8991,2.96,30.54,G6
8992,2.62,18.23,G4
8993,2.83,25.17,G5
8994,3.12,42.95,G7
8995,2.62,18.23,G4
8996,3.01,38.34,G6
8997,2.78,23.59,G5
8998,3.87,90.41,G10
8999,3.68,81.52,G10
9000,3.51,72.2,G10
9001,2.82,24.99,G5
9002,3.04,39.09,G6
9003,2.75,22.24,G5
9004,2.83,25.97,G5
9005,3.07,40.3,G7
9006,3.17,45.77,G7
9007,3.34,57.67,G8
9008,3.04,39.23,G6
9009,2.71,20.77,G5
9010,3.88,90.82,G10
9011,3.73,84.02,G10
9012,3.25,50.94,G8
9013,3.62,77.83,G10
9014,3.7,82.53,G10
9015,2.77,23.27,G5
9016,2.15,7.39,G3
9017,2.65,18.8,G4
9018,3.82,88.69,G10
9019,2.21,8.05,G3
25735,3.56,74.47,G10
25736,3.04,38.98,G6
25737,3.42,62.42,G9
25738,3.44,63.37,G9
25739,3.3,54.46,G8
25741,3.78,86.97,G10
25742,3.68,81.24,G10
25743,2.71,20.77,G5
25744,3.55,73.99,G10
25745,2.75,22.24,G5
25746,3.35,57.75,G8
25747,3.3,54.46,G8
25748,3.62,77.53,G10
25749,3.7,82.53,G10
25750,3.96,92.73,G10
25751,3.54,73.2,G10
25752,3.63,78.7,G10
25753,3.85,89.98,G10
25755,3.51,72.06,G10
25757,3.04,39.11,G6
25759,3.61,77.29,G10
25760,3.5,68.96,G9
25762,3.5,68.96,G9
25763,3.89,91.23,G10
25764,3.85,90.0,G10
25765,3.25,50.94,G8
25766,3.7,82.29,G10
25767,3.77,86.56,G10
25768,3.33,56.81,G8
25769,3.9,91.4,G10
25770,3.44,63.24,G9
25771,3.86,90.23,G10
25773,3.64,78.78,G10
25774,3.74,84.36,G10
25775,3.63,78.73,G10
25777,3.89,91.21,G10
25778,3.35,58.08,G8
25782,3.65,79.42,G10
25783,3.12,42.71,G7
25785,3.72,83.63,G10
25786,3.54,73.2,G10
25787,3.17,45.77,G7
25788,3.8,87.6,G10
25789,3.66,80.2,G10
25792,3.77,86.44,G10
25793,3.68,81.29,G10
25794,3.42,62.05,G9
25795,3.67,81.2,G10
25796,2.79,23.77,G5
25797,3.6,76.39,G10
25798,3.52,72.49,G10
25800,3.42,62.31,G9
25801,2.99,31.35,G6
25802,2.71,20.57,G5
25803,2.5,14.16,G4
25804,3.5,68.96,G9
25805,3.94,92.38,G10
25806,3.19,46.98,G7
25807,3.2,47.86,G7
25808,3.42,62.05,G9
25809,2.33,9.86,G3
25810,2.82,24.99,G5
25811,3.47,64.96,G9
25812,3.45,64.1,G9
25814,3.2,47.63,G7
25816,3.0,34.83,G6
25818,3.62,77.75,G10
25819,2.9,28.29,G5
25820,3.06,39.95,G6
25822,3.02,38.52,G6
25824,3.38,59.55,G8
25825,3.76,86.36,G10
25826,3.83,89.36,G10
25827,3.74,84.6,G10
25828,3.65,79.59,G10
25829,1.36,1.65,G2
25830,3.58,75.37,G10
25831,3.59,76.23,G10
25832,3.6,76.62,G10
25833,3.76,86.35,G10
25834,3.74,84.42,G10
25835,3.5,68.96,G9
25837,3.5,68.96,G9
25839,3.71,82.96,G10
25840,3.62,77.6,G10
25841,3.84,89.5,G10
25842,3.46,64.33,G9
25843,3.0,34.83,G6
25846,3.86,90.34,G10
25850,3.96,92.87,G10
25851,3.38,59.55,G8
25852,3.76,86.3,G10
25854,2.9,28.29,G5
25855,3.72,83.73,G10
25856,3.69,81.76,G10
25858,3.65,79.73,G10
25859,3.68,81.48,G10
25860,3.5,68.96,G9
25861,3.2,47.63,G7
25864,3.5,68.96,G9
25865,3.78,86.98,G10
25866,3.69,81.76,G10
25868,3.79,87.36,G10
25869,3.48,65.37,G9
25870,3.69,81.93,G10
25871,2.25,8.6,G3
25872,3.12,43.3,G7
25874,3.16,45.11,G7
25875,3.18,46.75,G7
25878,3.16,45.15,G7
25879,3.33,56.81,G8
25881,3.35,57.81,G8
25882,3.5,68.96,G9
25884,3.3,54.46,G8
25885,3.12,43.3,G7
25886,3.82,88.48,G10
25887,3.4,60.95,G9
25888,3.3,54.46,G8
25890,3.19,46.98,G7
25891,3.56,74.24,G10
25892,3.0,34.83,G6
25893,3.49,65.71,G9
25894,3.67,80.62,G10
25897,2.75,22.24,G5
25898,3.9,91.31,G10
25899,3.26,52.23,G8
25900,3.41,61.82,G9
25901,3.63,78.77,G10
25902,3.33,56.81,G8
25903,3.39,60.22,G9
25904,3.49,65.83,G9
25905,3.69,81.94,G10
25906,3.49,65.88,G9
25907,3.0,34.83,G6
25908,3.31,55.29,G8
25910,3.67,80.62,G10
25911,3.72,83.72,G10
25912,3.39,60.35,G9
25913,2.95,30.07,G6
25914,3.49,65.94,G9
25915,3.75,85.34,G10
25916,3.39,60.24,G9
25918,3.68,81.53,G10
25919,3.0,34.83,G6
25920,3.49,65.81,G9
25921,3.21,48.38,G7
25922,3.55,73.8,G10
25923,3.8,87.74,G10
25924,3.5,68.96,G9
25926,3.67,81.19,G10
25927,3.72,83.45,G10
25928,3.0,34.83,G6
25929,3.69,82.15,G10
25930,3.78,87.07,G10
25931,3.15,44.46,G7
25932,2.75,22.24,G5
25934,3.41,61.57,G9
25935,4.0,94.92,G10
25936,2.8,24.28,G5
25937,3.67,81.04,G10
25938,3.59,76.27,G10
25940,3.83,88.89,G10
25941,3.89,91.1,G10
25942,3.16,44.97,G7
25943,3.65,79.41,G10
25944,3.56,74.35,G10
25945,3.69,81.99,G10
25946,3.29,53.71,G8
25947,3.78,86.88,G10
25948,3.32,55.7,G8
25950,3.42,62.05,G9
25951,3.51,72.13,G10
25952,3.72,83.43,G10
25954,3.97,92.88,G10
25956,3.75,85.34,G10
25957,2.5,14.16,G4
25959,3.06,39.95,G6
25960,3.47,64.92,G9
25961,3.65,79.39,G10
25962,3.34,57.37,G8
25963,3.96,92.72,G10
25964,3.68,81.31,G10
25965,3.59,76.23,G10
25966,3.67,80.62,G10
25970,2.75,22.24,G5
25971,3.41,61.65,G9
25972,3.29,53.75,G8
25974,3.33,56.81,G8
25975,3.79,87.54,G10
25976,3.13,43.83,G7
25977,3.28,53.39,G8
25979,3.0,34.83,G6
25980,3.62,77.53,G10
25984,3.5,68.96,G9
25986,3.4,60.95,G9
25987,4.14,97.73,G10
25989,3.33,56.81,G8
25990,3.58,75.27,G10
25991,2.88,27.28,G5
25993,3.47,65.21,G9
25994,3.77,86.44,G10
25995,3.78,86.95,G10
25996,3.69,81.73,G10
25998,2.68,19.94,G4
25999,3.55,73.6,G10
26000,3.0,34.83,G6
26001,3.44,63.61,G9
26002,3.65,79.33,G10
26003,4.02,96.67,G10
26005,3.68,81.44,G10
26006,3.05,39.39,G6
26007,3.77,86.51,G10
26008,2.0,5.36,G3
26009,3.74,84.55,G10
26010,3.18,46.85,G7
26012,3.77,86.52,G10
26013,2.94,29.82,G5
26016,2.5,14.16,G4
26019,3.0,34.83,G6
26021,2.92,29.18,G5
26022,2.91,28.63,G5
26025,3.42,62.27,G9
26026,1.5,2.22,G2
26027,2.75,22.24,G5
26028,3.0,34.83,G6
26030,3.08,40.98,G7
26033,3.56,74.47,G10
26034,3.58,75.27,G10
26035,3.0,34.83,G6
26038,3.55,73.62,G10
26042,3.0,34.83,G6
26043,3.22,48.94,G7
26044,3.6,76.62,G10
26046,1.0,0.73,G1
26047,2.0,5.36,G3
26048,3.89,91.01,G10
26049,3.65,79.6,G10
26050,3.5,68.96,G9
26051,3.62,78.15,G10
26052,3.85,90.02,G10
26055,3.87,90.46,G10
26056,3.5,68.96,G9
26058,4.0,94.92,G10
26059,3.79,87.16,G10
26062,3.17,45.77,G7
26063,3.12,43.3,G7
26064,3.91,91.71,G10
26066,3.2,47.63,G7
26067,3.08,40.65,G7
26068,3.35,57.92,G8
26070,3.92,92.02,G10
26072,3.89,91.19,G10
26073,3.85,89.94,G10
26074,2.56,16.72,G4
26076,3.58,75.62,G10
26078,3.81,88.37,G10
26079,3.56,74.28,G10
26080,2.02,6.51,G3
26082,4.09,97.37,G10
26083,3.58,75.3,G10
26084,3.77,86.43,G10
26085,3.61,77.17,G10
26086,3.83,89.14,G10
26088,3.0,34.83,G6
26090,3.85,90.02,G10
26093,3.5,68.96,G9
26094,3.93,92.32,G10
26095,3.31,55.29,G8
26096,3.29,54.0,G8
26098,2.0,5.36,G3
26099,2.5,14.16,G4
26100,3.55,73.8,G10
26101,3.56,74.22,G10
26104,3.69,82.08,G10
26106,2.88,27.66,G5
26107,3.41,61.72,G9
26108,3.67,80.62,G10
26109,4.06,97.09,G10
26110,3.53,72.78,G10
26111,3.91,91.76,G10
26112,3.14,44.08,G7
26113,3.64,78.83,G10
26116,3.59,76.13,G10
26117,3.31,55.47,G8
26119,3.67,81.06,G10
26122,3.89,91.24,G10
26123,3.02,38.5,G6
26124,3.09,41.13,G7
26125,3.17,45.77,G7
26127,3.12,43.3,G7
26128,3.43,62.96,G9
26130,4.0,94.92,G10
26131,4.08,97.24,G10
26133,3.84,89.64,G10
26134,3.2,47.63,G7
26136,2.97,30.89,G6
26137,2.58,17.29,G4
26138,3.48,65.61,G9
26139,3.45,63.78,G9
26140,2.83,25.61,G5
26141,3.55,73.8,G10
26142,3.27,52.56,G8
26144,3.32,55.8,G8
26146,3.36,58.44,G8
26147,3.73,83.81,G10
26148,3.78,86.82,G10
26150,4.09,97.33,G10
26151,3.81,88.22,G10
26152,3.2,47.4,G7
26153,3.33,56.81,G8
26155,3.39,60.19,G9
26156,3.4,60.95,G9
26157,1.95,4.19,G2
26158,3.84,89.39,G10
26159,3.53,72.72,G10
26160,3.25,50.94,G8
26162,2.75,22.24,G5
26163,3.9,91.62,G10
26164,3.63,78.5,G10
26167,3.9,91.5,G10
26169,3.65,79.32,G10
26170,3.51,71.89,G10
26171,3.95,92.7,G10
26172,3.69,82.1,G10
26174,3.23,49.33,G7
26175,3.23,49.08,G7
26176,3.62,77.72,G10
26177,3.25,50.94,G8
26178,3.69,81.75,G10
26180,3.38,60.14,G9
26181,3.3,54.85,G8
26183,3.62,77.53,G10
26184,3.67,80.62,G10
26185,3.15,44.68,G7
26187,3.45,63.78,G9
26188,3.71,82.93,G10
26189,2.97,30.98,G6
26191,3.44,63.24,G9
26194,3.25,50.94,G8
26195,3.04,39.08,G6
26197,3.54,73.2,G10
26198,3.43,62.83,G9
26199,3.21,48.38,G7
26203,3.56,74.33,G10
26204,3.5,68.96,G9
26205,3.31,55.0,G8
26206,3.2,47.63,G7
26207,3.58,75.27,G10
26208,3.84,89.45,G10
26209,2.83,25.61,G5
26210,2.65,18.88,G4
26211,3.28,52.96,G8
26213,3.66,79.87,G10
26214,2.5,14.16,G4
26215,3.07,40.39,G7
26216,2.5,14.16,G4
26219,3.46,64.33,G9
26220,2.96,30.39,G6
26221,2.4,10.98,G4
26222,3.59,76.13,G10
26223,3.0,34.83,G6
26225,3.65,79.36,G10
26226,3.1,41.88,G7
26227,3.17,45.77,G7
26228,3.64,79.18,G10
26229,3.12,43.3,G7
26230,3.18,46.62,G7
26231,3.75,85.34,G10
26232,4.25,98.3,G10
26235,3.3,54.46,G8
26236,3.92,91.92,G10
26237,3.53,72.82,G10
26240,3.44,63.42,G9
26241,3.61,77.14,G10
26242,3.72,83.36,G10
26243,3.5,68.96,G9
26245,3.45,64.23,G9
26246,3.77,86.54,G10
26247,3.21,48.1,G7
26248,3.22,48.91,G7
26249,3.48,65.47,G9
26251,3.47,64.8,G9
26252,3.69,81.93,G10
26253,3.38,59.94,G8
26254,2.5,14.16,G4
26255,2.62,18.23,G4
26256,3.33,56.07,G8
26257,2.89,27.71,G5
26258,3.84,89.63,G10
26259,3.8,87.84,G10
26263,2.0,5.36,G3
26265,3.29,53.98,G8
26266,3.12,43.3,G7
26267,4.0,94.92,G10
26268,3.55,73.8,G10
26269,3.77,86.6,G10
26270,3.73,84.02,G10
26271,3.62,77.61,G10
26274,3.07,40.39,G7
26277,3.33,56.21,G8
26280,3.63,78.4,G10
26282,3.81,88.09,G10
26283,3.57,74.75,G10
26285,3.48,65.39,G9
26287,3.5,68.96,G9
26288,3.28,53.23,G8
26289,3.21,48.1,G7
26290,3.2,47.63,G7
26291,3.3,54.46,G8
26294,3.52,72.32,G10
26295,2.17,7.58,G3
26297,3.35,58.08,G8
26299,3.2,47.38,G7
26301,3.34,57.67,G8
26302,3.64,78.89,G10
26303,3.38,59.92,G8
26304,3.25,50.94,G8
26306,3.58,75.37,G10
26307,3.65,79.52,G10
26308,3.43,62.69,G9
26309,3.09,41.5,G7
26312,3.25,50.94,G8
26313,3.68,81.26,G10
26314,2.57,16.91,G4
26315,3.33,56.81,G8
26316,3.0,34.83,G6
26317,2.76,23.09,G5
26318,3.9,91.63,G10
26320,3.05,39.51,G6
26321,3.5,68.96,G9
26322,3.44,63.32,G9
26323,2.97,30.72,G6
26324,3.57,74.84,G10
26325,3.82,88.47,G10
26326,3.98,93.08,G10
26327,2.93,29.54,G5
26333,2.82,24.81,G5
26334,3.67,80.62,G10
26336,3.04,39.2,G6
26337,3.25,50.94,G8
26338,3.2,47.63,G7
26339,3.24,49.57,G7
26340,3.79,87.38,G10
26341,2.78,23.67,G5
26342,3.7,82.7,G10
26343,3.09,41.38,G7
26344,3.38,59.86,G8
26345,3.22,48.57,G7
26346,3.55,73.91,G10
26347,3.91,91.65,G10
26349,3.64,79.27,G10
26350,3.92,91.97,G10
26353,3.5,68.96,G9
26354,3.25,50.94,G8
26356,2.58,17.17,G4
26357,3.57,74.98,G10
26359,3.64,79.08,G10
26360,3.7,82.69,G10
26362,3.5,68.96,G9
26364,3.24,49.52,G7
26365,3.19,46.89,G7
26366,3.95,92.6,G10
26368,3.88,90.69,G10
26369,3.36,58.44,G8
26370,3.67,80.62,G10
26371,3.02,38.59,G6
26372,3.67,80.62,G10
26375,3.47,65.06,G9
26377,3.3,54.46,G8
26378,3.22,48.53,G7
26379,3.63,78.54,G10
26380,2.78,23.63,G5
26383,3.07,40.52,G7
26386,3.4,60.76,G9
26387,3.55,73.54,G10
26388,3.26,52.05,G8
26389,3.0,34.83,G6
26391,3.26,52.03,G8
26392,3.45,64.23,G9
26393,3.53,72.61,G10
26394,3.48,65.31,G9
26395,3.61,77.02,G10
26397,3.0,34.83,G6
26398,3.3,54.16,G8
26399,3.58,75.48,G10
26400,3.86,90.06,G10
26401,3.0,34.83,G6
26402,2.75,22.24,G5
26403,3.4,61.3,G9
26404,2.57,16.93,G4
26409,2.62,18.23,G4
26410,3.07,40.39,G7
26411,3.5,68.96,G9
26413,3.67,81.22,G10
26414,3.5,68.96,G9
26416,3.86,90.34,G10
26417,3.62,78.15,G10
26418,3.77,86.69,G10
26422,3.51,72.18,G10
26424,3.36,58.44,G8
26425,3.8,87.68,G10
26429,2.86,26.58,G5
26430,3.06,39.63,G6
26431,3.69,81.84,G10
26432,2.93,29.54,G5
26433,4.25,98.3,G10
26435,2.86,26.79,G5
26436,2.5,14.16,G4
26438,3.33,56.81,G8
26444,3.62,77.88,G10
26446,3.5,68.96,G9
26448,3.28,53.31,G8
26450,3.25,50.94,G8
26452,3.0,34.83,G6
26453,3.96,92.84,G10
26459,3.33,56.81,G8
26462,3.42,62.2,G9
26463,3.45,64.23,G9
26464,3.02,38.6,G6
26465,2.38,10.75,G4
26467,3.28,53.41,G8
26468,2.5,14.16,G4
26470,2.38,10.77,G4
26471,3.9,91.37,G10
26472,3.79,87.28,G10
26475,3.19,46.98,G7
26476,3.52,72.34,G10
26479,3.37,59.15,G8
26480,3.25,50.94,G8
26481,3.26,52.44,G8
26483,3.27,52.64,G8
26484,3.2,47.63,G7
26485,3.61,77.33,G10
26486,3.56,74.47,G10
26487,3.18,46.67,G7
26488,3.09,41.3,G7
26489,2.6,17.62,G4
26490,2.55,16.51,G4
26491,3.47,64.8,G9
26492,3.26,52.27,G8
26493,3.39,60.47,G9
26494,3.43,62.69,G9
26495,3.1,41.61,G7
26496,3.2,47.63,G7
26497,3.66,79.89,G10
26498,3.75,85.34,G10
26501,3.6,76.84,G10
26502,3.58,75.74,G10
26504,3.21,48.17,G7
26505,3.7,82.53,G10
26507,3.0,34.83,G6
26509,3.33,56.28,G8
26510,3.29,53.59,G8
26512,3.5,68.96,G9
26513,2.94,29.65,G5
26514,2.82,25.07,G5
26515,3.0,34.83,G6
26519,4.38,98.57,G10
26520,3.67,80.62,G10
26521,3.49,65.68,G9
26523,2.9,28.51,G5
26524,3.92,91.97,G10
26526,2.67,19.42,G4
26527,3.7,82.28,G10
26528,3.97,92.96,G10
26529,3.29,53.59,G8
26530,2.0,5.36,G3
26532,2.5,14.16,G4
26536,3.5,68.96,G9
26538,2.88,27.6,G5
26539,3.4,60.69,G9
26540,3.15,44.6,G7
26542,3.0,34.83,G6
26544,2.98,31.16,G6
26546,3.64,79.18,G10
26547,3.74,84.4,G10
26550,3.74,84.38,G10
26551,2.33,9.86,G3
26553,2.94,29.94,G5
26554,3.62,77.61,G10
26555,3.22,48.7,G7
26558,3.07,40.1,G7
26559,3.11,42.31,G7
26560,3.46,64.48,G9
26561,3.15,44.62,G7
26562,3.31,55.29,G8
26564,3.63,78.63,G10
26565,3.54,73.33,G10
26566,3.0,34.83,G6
26567,2.5,14.16,G4
26569,2.5,14.16,G4
26571,3.31,55.29,G8
26574,3.36,58.44,G8
26577,3.44,63.13,G9
26578,3.98,93.04,G10
26581,3.5,68.96,G9
26582,3.25,50.94,G8
26585,3.72,83.67,G10
26587,4.19,98.03,G10
26589,2.92,28.88,G5
26590,2.69,20.07,G5
26593,2.92,28.88,G5
26596,3.98,93.15,G10
26597,3.25,50.94,G8
26599,3.68,81.61,G10
26600,2.5,14.16,G4
26602,3.43,62.9,G9
26603,3.1,42.11,G7
26606,3.7,82.25,G10
26608,3.19,46.98,G7
26610,3.5,68.96,G9
26611,3.29,53.9,G8
26612,3.65,79.65,G10
26613,3.12,43.3,G7
26614,4.03,96.82,G10
26615,2.88,27.28,G5
26616,3.55,74.02,G10
26617,3.28,53.09,G8
26622,3.45,64.06,G9
26628,3.25,50.94,G8
26629,2.85,26.31,G5
26630,2.92,28.8,G5
26631,3.6,76.84,G10
26634,3.1,41.88,G7
26638,2.42,11.23,G4
26643,3.47,65.04,G9
26644,3.92,92.01,G10
26645,3.4,60.95,G9
26647,3.38,59.55,G8
26649,3.91,91.81,G10
26655,3.9,91.5,G10
26662,3.95,92.64,G10
26663,3.69,82.03,G10
26664,2.33,9.86,G3
26670,4.0,94.92,G10
26672,3.56,74.47,G10
26674,4.11,97.51,G10
26675,3.35,57.81,G8
26676,2.72,20.88,G5
26677,2.91,28.63,G5
26680,3.35,57.76,G8
26681,3.54,73.15,G10
26682,2.53,16.26,G4
26684,3.05,39.39,G6
26685,3.5,68.96,G9
26686,2.31,9.48,G3
26688,2.64,18.79,G4
26689,2.76,23.12,G5
26690,2.75,22.24,G5
26691,3.56,74.2,G10
26693,3.23,49.41,G7
26694,3.85,89.86,G10
26695,3.31,55.21,G8
26696,2.87,27.04,G5
26698,2.96,30.39,G6
26699,3.89,91.04,G10
26700,2.82,24.91,G5
26701,3.61,77.06,G10
26702,3.53,72.74,G10
26703,3.44,63.61,G9
26704,3.51,71.99,G10
26707,3.57,74.98,G10
26708,4.0,94.92,G10
26710,2.61,17.73,G4
26712,4.0,96.51,G10
26713,3.76,86.34,G10
26714,2.83,25.61,G5
26717,3.11,42.56,G7
26718,5.0,99.79,G10
26719,2.77,23.27,G5
26720,3.46,64.74,G9
26723,3.5,68.96,G9
26724,1.83,3.63,G2
26726,2.79,23.77,G5
26728,3.19,47.3,G7
26729,4.0,94.92,G10
26730,3.0,34.83,G6
26731,3.41,61.65,G9
26732,3.49,65.74,G9
26734,2.83,25.61,G5
26736,3.6,76.94,G10
26737,3.06,39.76,G6
26738,2.25,8.6,G3
26741,2.35,10.15,G4
26743,3.62,77.78,G10
26744,3.3,54.46,G8
26745,3.11,42.53,G7
26746,2.75,22.24,G5
26749,3.47,64.93,G9
26750,3.39,60.57,G9
26751,3.3,54.46,G8
26752,2.0,5.36,G3
26754,3.5,68.96,G9
26755,2.31,9.49,G3
26756,4.15,97.78,G10
26757,3.89,91.19,G10
26758,3.71,83.14,G10
26759,3.0,34.83,G6
26760,3.66,80.19,G10
26761,3.88,90.69,G10
26762,3.3,54.79,G8
26763,3.0,34.83,G6
26764,2.37,10.38,G4
26765,3.06,39.63,G6
26766,3.25,50.94,G8
26767,3.62,78.15,G10
26769,2.0,5.36,G3
26770,3.4,61.18,G9
26774,2.97,30.67,G6
26775,2.77,23.18,G5
26776,3.92,92.08,G10
26777,3.59,76.09,G10
26778,2.31,9.48,G3
26782,3.12,42.82,G7
26784,2.8,24.28,G5
26788,3.67,81.04,G10
26791,3.11,42.24,G7
26792,2.28,9.15,G3
26793,4.3,98.48,G10
26796,3.7,82.75,G10
26797,3.83,88.85,G10
26801,3.17,45.77,G7
26802,3.75,85.34,G10
26803,3.07,40.17,G7
26804,3.44,63.61,G9
26806,1.79,3.46,G2
26809,3.38,59.55,G8
26810,3.7,82.37,G10
26811,3.53,72.61,G10
26812,3.54,73.24,G10
26813,3.55,73.8,G10
26814,2.5,14.16,G4
26815,2.5,14.16,G4
26818,3.5,68.96,G9
26819,2.86,26.75,G5
26822,3.5,68.96,G9
26825,2.33,9.86,G3
26826,3.9,91.5,G10
26827,2.93,29.37,G5
26828,1.83,3.68,G2
26831,3.22,48.78,G7
26834,2.61,17.76,G4
26835,3.58,75.62,G10
26838,3.65,79.45,G10
26840,3.86,90.18,G10
26841,2.64,18.64,G4
26842,3.66,79.93,G10
26843,2.5,14.16,G4
26849,3.56,74.33,G10
26850,3.52,72.22,G10
26851,3.2,47.63,G7
26853,1.5,2.22,G2
26854,2.62,18.23,G4
26856,3.0,34.83,G6
26858,3.38,59.55,G8
26860,2.0,5.36,G3
26861,3.32,55.88,G8
26863,2.0,5.36,G3
26865,3.88,90.82,G10
26868,3.6,76.62,G10
26869,3.46,64.74,G9
26870,2.52,16.17,G4
26871,2.78,23.63,G5
26873,3.53,72.87,G10
26874,1.0,0.73,G1
26875,3.72,83.41,G10
26880,2.5,14.16,G4
26886,2.86,26.58,G5
26887,2.95,30.18,G6
26889,3.17,45.77,G7
26898,2.87,26.88,G5
26900,3.03,38.75,G6
26901,3.2,47.86,G7
26903,3.97,92.96,G10
26908,3.08,40.56,G7
26911,4.5,99.04,G10
26913,3.15,44.59,G7
26914,3.46,64.7,G9
26915,2.81,24.74,G5
26925,3.46,64.32,G9
26928,3.68,81.31,G10
26933,2.67,19.42,G4
26934,3.55,73.8,G10
26937,2.33,9.64,G3
26938,3.12,43.3,G7
26939,3.84,89.43,G10
26940,3.12,42.86,G7
26941,3.67,80.62,G10
26944,3.17,45.77,G7
26945,2.5,14.16,G4
26946,2.88,27.28,G5
26947,3.75,84.67,G10
26948,3.46,64.6,G9
26949,3.04,38.97,G6
26950,2.87,26.93,G5
26954,3.82,88.63,G10
26958,3.84,89.58,G10
26962,4.0,94.92,G10
26964,1.17,1.49,G2
26965,3.47,65.21,G9
26966,3.2,47.63,G7
26968,3.5,68.96,G9
26969,2.0,5.36,G3
26970,3.09,41.38,G7
26973,3.1,41.6,G7
26974,3.53,72.81,G10
26975,2.39,10.81,G4
26976,2.94,29.94,G5
26978,3.62,78.15,G10
26980,3.0,34.83,G6
26981,3.36,58.44,G8
26982,3.53,72.87,G10
26985,3.28,53.22,G8
26989,3.23,49.0,G7
26990,3.08,40.98,G7
26991,2.75,22.24,G5
26992,2.5,14.16,G4
26994,3.4,60.95,G9
26996,3.19,47.09,G7
26998,3.52,72.56,G10
26999,3.16,45.23,G7
27001,2.6,17.62,G4
27002,4.03,96.77,G10
27003,2.73,21.03,G5
27004,2.36,10.28,G4
27005,3.71,83.04,G10
27006,3.48,65.52,G9
27008,2.19,7.87,G3
27009,3.47,65.13,G9
27015,4.0,94.92,G10
27016,2.56,16.72,G4
27018,3.5,68.96,G9
27020,3.3,54.21,G8
27022,3.46,64.66,G9
27027,3.5,68.96,G9
27031,3.5,68.96,G9
27032,3.37,58.93,G8
27033,3.94,92.36,G10
27036,3.42,61.91,G9
27040,3.22,48.53,G7
27044,2.56,16.77,G4
27046,2.97,30.89,G6
27049,3.39,60.35,G9
27050,3.78,86.99,G10
27064,3.5,68.96,G9
27067,3.38,60.07,G9
27070,3.4,60.95,G9
27073,3.67,81.07,G10
27074,3.62,78.15,G10
27075,2.93,29.37,G5
27077,3.0,34.83,G6
27078,2.9,28.29,G5
27081,3.58,75.62,G10
27087,3.06,39.63,G6
27092,3.5,68.96,G9
27093,3.58,75.62,G10
27094,3.4,60.95,G9
27095,3.62,78.15,G10
27096,3.41,61.57,G9
27103,3.0,34.83,G6
27105,3.3,54.46,G8
27108,3.47,65.17,G9
27109,3.64,79.03,G10
27112,3.36,58.76,G8
27114,3.51,72.14,G10
27124,3.42,62.31,G9
27131,3.25,50.94,G8
27132,2.2,7.93,G3
27134,3.46,64.68,G9
27135,3.75,85.34,G10
27136,1.79,3.46,G2
27140,2.1,6.95,G3
