movieId,cov_with_2588,cov_with_100157
3081,0.6666667,0.15784076
3082,0.9677382,0.0
3083,0.329255,-0.2712374
3085,2.1764703,0.0
3087,0.61749786,0.12386118
3088,-1.3621432,0.006002053
3089,-1.4273382,-0.34672537
3090,0.0,0.18243945
3091,0.0,-0.30383646
3092,0.0,-0.24485585
3093,-0.79181457,0.22563277
3094,0.0,-0.06444611
3095,-1.6548722,-0.0015726098
3096,0.0,0.2548769
3097,0.0,0.000118784956
3098,0.39903966,0.043804295
3099,-1.1641176,0.0
3100,0.78246593,-0.37662148
3101,-0.14060526,-0.42012584
3102,0.0,-0.13303106
3104,0.062106755,0.0
3105,0.41178653,-0.08877636
3107,0.5707526,0.08752687
3108,0.34996617,-0.2583728
3112,0.0,-0.014124309
3113,1.4444443,0.17668717
3114,0.5555555,0.10279856
3115,1.8134983,0.17327847
3117,0.20024206,-0.055454683
3118,0.7429453,0.12316291
3119,2.6285713,0.007936488
3120,0.017222797,0.0
3121,0.0,0.13510957
3124,0.3434686,0.0
3125,-0.46552193,-0.5098573
3128,0.4453552,0.0
3129,0.0,-0.49373886
3130,0.73339504,0.23554744
3131,0.0,0.054012317
3132,0.0,-0.018395841
3134,-0.21695943,-0.3251953
3135,0.0,0.033760987
3141,-3.351852,0.0
3142,0.0,0.1312861
3145,0.5237472,0.15238933
3146,-0.20781289,0.0
3147,0.91377693,0.13407251
3148,-0.30491188,0.06460029
3150,1.0036688,-0.13382256
3152,-1.1724318,-0.0013726283
3153,1.8640237,0.0
3154,0.0,0.07523143
3155,0.26310128,-0.30992278
3156,1.6333927,0.011091295
3157,1.0698752,-0.0023291688
3158,1.0258155,0.0
3159,0.4444444,-0.11900865
3160,-0.316739,-0.21849439
3163,-0.3945415,0.04495043
3165,0.13888888,0.0
3167,0.3700001,0.0
3168,0.43093082,-0.40715724
3169,0.0,0.09824837
3173,-0.5490438,0.0
3174,0.49051988,0.049235504
3175,0.66606915,0.057982028
3176,0.54491395,-0.7106938
3177,0.39644,-0.33036664
3178,-0.16303685,0.07654008
3179,-0.49606562,-0.0013114618
3180,0.18686862,0.0
3181,0.4306481,0.0
3182,-1.8299787,0.0
3185,0.228104,0.0
3186,-0.07363148,-0.11390255
3188,0.0,-0.42960384
3189,0.5700303,0.0
3190,3.6261435,0.0
3191,0.0,-0.05555555
3194,0.30399773,0.12088972
3196,0.0,-0.31511444
3197,-0.045318037,0.0
3198,1.3108783,0.0
3199,0.0,-0.036168944
3200,-0.07101457,0.0
3201,-0.058630474,0.0
3202,0.45901644,0.0
3203,0.7343098,0.0076416656
3205,0.04624271,-0.009633895
3206,0.0,0.11169216
3208,0.084876515,0.20704725
3210,0.4429592,-0.20580766
3213,2.0189717,0.13493639
3215,0.0,0.06944442
3216,-0.5061728,0.0
3218,0.0,0.03641597
3219,0.25613055,0.0
3224,0.0,-0.32133058
3225,0.11854328,0.0
3228,0.06944451,0.0
3232,0.0,0.11531984
3238,-0.11204144,0.0
3241,0.0,-0.39753005
3243,0.14494781,0.15698785
3244,0.4128188,0.03311891
3245,0.0,0.06902858
3246,0.0,-0.013181187
3247,-0.656636,0.1102753
3248,0.0,0.1804083
3249,-0.36170068,0.023639524
3250,0.19101527,0.1185983
3252,0.4567035,0.13167278
3253,0.17967077,-0.041330565
3254,0.024697378,0.05349748
3255,-0.41734818,-0.009713596
3257,-0.25369248,0.076696545
3258,0.4302412,0.13695326
3259,0.5441784,0.0
3260,-1.4297073,-0.49156374
3261,-0.14514188,0.086048976
3262,-0.8937959,0.0
3263,0.29520822,0.11428824
3264,0.44444433,0.25267318
3265,-3.9705245,0.13274817
3266,0.0,-0.34871775
3267,-0.91097933,-0.4575503
3268,-0.64032686,0.0
3269,0.93956,0.2979243
3270,0.0,0.10039352
3271,0.0,0.13119061
3272,0.20658368,0.0
3273,0.948686,0.1282157
3274,0.0,-1.1995986
3275,0.57310057,0.06798234
3278,0.0,-0.1111111
3280,2.4637678,0.0
3283,0.0,0.4118877
3285,-0.3341968,0.0007196265
3286,-0.07428938,0.0
3287,2.8225105,0.0
3293,1.0476191,0.0
3294,1.4042552,0.12411345
3296,0.0,0.21260568
3298,0.169138,0.0
3299,0.0,0.26004183
3300,0.0,-0.07230605
3301,0.22519942,0.035052314
3302,-0.14487176,0.0
3306,0.0,-0.024717506
3307,-0.63019013,0.04836743
3308,-0.4739809,0.21794596
3310,0.0,-0.17614384
3316,0.116645545,0.0
3317,0.80451804,-0.18914273
3324,0.0,0.1783934
3325,0.21679333,-0.07769334
3326,1.0416666,0.16666675
3327,-0.7897958,0.0
3328,0.656301,0.065125406
3330,0.52562225,-0.058768503
3331,0.0,0.2607946
3333,-0.41666672,0.10416663
3334,0.008401236,0.14238934
3337,-0.076923065,0.0
3338,1.3697916,-0.007595483
3339,0.0,-0.5223113
3340,1.8409356,0.0
3341,1.5219251,0.0
3342,0.0,0.13726448
3344,2.1724942,0.10295255
3345,1.0175437,0.0
3346,2.4444442,0.0
3347,0.019391611,0.12403891
3348,-0.49206358,0.0
3350,1.2498069,0.027842216
3351,2.1553397,0.106526375
3354,1.645195,0.017382324
3355,-0.44444454,-0.0087369755
3358,0.1339058,0.058285646
3359,0.0035181856,-0.0046909144
3360,0.6444597,0.17132157
3361,-0.049067438,0.10894839
3362,-0.16941102,-0.0045737936
3363,-0.13075036,0.043583468
3364,-0.9613551,0.1084075
3365,-0.0046992307,0.13693082
3371,0.41201723,0.0
3375,1.6285241,0.0
3379,0.5213984,0.0
3383,0.0,0.0
3384,0.0,-0.57924217
3386,1.1119969,0.027925344
3388,1.5507895,0.10224909
3389,0.17768593,0.0
3390,-1.3535353,0.0
3391,-1.3319812,0.0
3392,0.0,0.180871
3393,2.2488477,0.0
3394,0.11996568,0.0
3395,0.1142322,0.0
3396,0.7731242,0.07097179
3397,0.988778,-0.08194787
3398,0.9441632,0.6184436
3399,2.5916514,0.320478
3400,3.0950658,0.0
3401,3.6966608,0.0
3402,0.0,-0.11023627
3405,-0.11353319,-0.25382233
3408,-0.43974066,-0.24822925
3409,-0.37388617,0.033794098
3412,1.4007338,0.0
3413,0.0,0.01388887
3415,0.0,0.13751097
3417,-0.18694876,0.0
3418,-0.527125,-0.07644322
3421,0.39163056,0.056012515
3422,0.0,0.017531402
3424,1.5648744,-0.19244918
3426,0.0,0.32566172
3429,-0.16092871,0.0
3430,-0.05994549,0.0
3432,0.85561997,0.0
3433,-1.8152308,0.0
3434,0.12519565,0.0
3435,0.0,0.062300473
3436,-0.09110536,0.0
3437,0.0,0.18485205
3438,1.4888574,-0.116295286
3439,1.5997512,0.13341613
3440,1.8675125,0.32194012
3441,0.26873288,0.114126
3444,-0.04781102,0.0
3448,0.44580585,-0.47063383
3450,-0.112652116,0.0
3451,0.0,0.1284015
3452,0.3360993,0.0
3453,0.47634575,0.0
3454,0.0,0.9770193
3457,-0.047949143,0.0
3459,2.3673835,0.0
3461,0.3773325,0.013111361
3462,0.0,0.17863518
3464,3.7044673,0.0
3466,0.734505,0.0
3467,0.0,-0.7023966
3468,-1.4589127,-0.10426319
3469,0.0,0.025011424
3471,0.7622748,0.04959089
3472,1.817204,0.038082454
3474,0.1548821,0.0
3476,1.7646353,0.0
3477,0.20839384,0.38189384
3478,-0.07911497,0.0
3479,1.1896182,0.057568297
3480,0.18573304,0.26271096
3481,0.6695342,0.11726394
3483,0.8490526,0.11614272
3484,0.5026978,0.070568494
3485,2.4242423,0.0
3486,1.3785311,0.0
3488,3.2657,0.0
3489,1.1950588,-0.009218313
3490,2.0277774,-0.0057870126
3493,2.9142854,0.0
3494,0.0,0.37877026
3496,0.0,0.16781937
3498,0.0,0.2506058
3499,-0.12559286,-0.18071368
3502,0.0,-0.044680595
3503,0.94878954,-0.05877559
3504,-1.6295298,0.00061894534
3505,-0.09164482,0.050014574
3507,0.031309914,-0.3028666
3508,0.021843666,0.120685786
3510,-0.1909137,0.12702058
3511,0.18118942,-0.15099116
3512,0.14675486,0.09783664
3513,-0.097199656,0.0
3514,0.0,-1.2927779
3515,0.0,-0.4744148
3516,-0.2326908,0.07232934
3517,0.0,-0.013227524
3521,0.0,0.272814
3524,-0.10140019,-0.09052246
3525,0.0,-0.01469385
3526,0.13462707,-0.014599162
3527,0.6497386,0.0041089454
3528,-0.025817389,0.0
3529,0.0,-2.0738714
3533,0.0,-0.0062188813
3534,-0.030692331,0.0
3535,0.9135149,0.23684657
3536,-0.09009001,0.009008994
3543,0.0,0.010978065
3545,0.0,-0.031404085
3547,0.0,0.05585748
3548,0.0,0.03873895
3549,0.0,-0.38892305
3550,1.4973118,-0.02822581
3552,0.4343485,-0.2180062
3553,-0.26908287,0.0
3554,-1.0458868,0.11976946
3555,-0.113458924,0.0
3556,0.11625382,0.37032804
3560,0.0,-0.18393384
3563,3.0061727,0.0
3564,1.5645524,0.0
3565,0.85706466,0.0
3566,0.21446846,0.0
3569,0.0,-0.39321965
3572,4.467391,0.04151568
3573,4.7305384,0.0
3574,5.016786,0.0
3575,0.0,-0.0780142
3576,1.2294806,-0.017308773
3578,0.87312686,-0.12502596
3579,-0.49611095,-0.33074087
3581,0.0,0.18566734
3587,2.5663955,0.1597786
3589,2.3333333,0.0
3590,0.0,0.14095022
3591,0.0,0.118343726
3592,1.6727271,0.0
3593,2.3328717,0.06672813
3594,-0.08575541,0.0
3596,0.0,0.6946174
3602,0.0,-0.0841049
3603,0.0,-0.20061724
3606,0.0,0.110483125
3608,0.238932,0.13241464
3614,-0.043939423,0.0
3615,2.5336215,-0.022174157
3616,0.79121524,0.0
3617,-0.3035177,0.07950877
3618,-0.6134,0.0
3621,1.4160206,0.26055115
3622,0.0,0.09838326
3623,-0.6537891,0.12815769
3624,0.22507718,0.038940396
3625,0.0,-0.07668234
3626,0.0,0.044123564
3627,0.70881873,0.13010715
3629,0.0,0.024469553
3630,3.3030303,0.006313123
3631,0.0,-0.12163301
3632,0.0,0.06511593
3633,0.19804059,0.11274386
3635,0.15282762,0.15042134
3637,0.0,0.22796528
3638,1.3769586,0.04101374
3639,-0.90312445,0.13437478
3640,0.0,0.08535878
3641,0.0,-0.013693235
3645,0.0,0.035698377
3646,0.19945696,-0.16621411
3647,0.6666666,0.0
3648,0.91056913,-0.050813008
3649,-0.35254106,0.20941712
3651,2.179487,0.0
3652,2.6099288,0.289598
3653,0.0,0.08152601
3656,0.0,0.026455048
3657,0.0,-0.047892712
3658,1.0673573,0.055411637
3659,0.8917748,-0.046897512
3660,2.9774356,-0.064743534
3661,3.769154,-0.09079599
3662,3.8266253,-0.102769166
3663,4.111111,-0.023148151
3664,4.309859,0.074334875
3665,4.2181067,-0.045438953
3666,4.274914,0.08161508
3667,-1.8245614,0.0
3668,0.0,0.07775808
3671,0.37456027,0.15628664
3672,1.5981263,0.0
3673,2.8728812,0.0
3674,3.2704399,0.0
3675,0.0,0.08132402
3676,1.1967528,-0.022763424
3677,0.0,0.48640046
3678,0.0,0.049746215
3679,0.0,-0.6722092
3681,0.0,0.2702912
3683,0.05557776,0.009262956
3684,0.0,-0.07447845
3686,1.1336172,0.34434968
3687,2.4052284,0.0
3688,0.098760106,0.10288119
3690,-1.0363026,0.0
3692,3.520697,0.0
3693,2.938967,-0.056729227
3694,3.623342,0.0
3695,3.98274,0.0
3696,2.8469808,-0.03756548
3697,1.3049364,-0.046089936
3698,1.0083407,-0.1533314
3699,1.1533084,0.17822309
3700,1.9373219,0.0
3701,1.2066782,0.11533299
3702,0.8851747,0.71660995
3703,0.62732226,0.02249089
3704,1.2491721,0.43377483
3705,0.10548208,0.0
3706,1.9009411,0.0
3708,0.9334326,0.0
3709,3.491148,0.0
3712,0.0,0.16974898
3717,0.64450365,0.0
3720,0.0,-0.4719532
3723,0.13793099,0.023946356
3724,0.0,0.065878846
3725,1.2265288,0.0
3727,1.8292607,0.30487695
3728,-0.2593275,0.0
3729,0.5737099,0.07746382
3730,-1.5179809,0.30255863
3732,2.5852811,0.0
3733,0.0,0.040605195
3735,-0.14176564,0.0
3736,0.0,0.1260641
3739,0.0,-0.0075172023
3740,1.1205907,-1.773266
3741,-4.059813,0.15134992
3742,0.0,-0.08800644
3743,0.777401,0.18549898
3744,0.34068194,0.0
3745,1.1176335,0.07189993
3746,0.07584014,-0.1716622
3751,0.26355833,-0.16229895
3752,0.3388656,0.057889603
3753,0.17888406,0.40648532
3754,1.4484761,0.38626048
3755,-0.02416634,0.2979163
3757,0.10441779,-0.0217537
3758,2.8634145,0.0
3759,0.43664706,0.0
3761,0.0,0.18326554
3762,2.8333333,0.0
3763,0.18735626,0.0
3764,0.101485945,0.0
3766,0.17061396,0.0
3767,-1.0808189,0.026939634
3768,-0.13120554,0.027334481
3769,0.53255004,0.0
3770,2.1870427,0.099921584
3772,2.6451612,0.0
3773,0.06973289,0.0
3774,0.31532916,0.0
3775,1.6880734,0.0
3776,1.0364583,0.0
3779,2.7499998,0.0
3780,2.5502646,0.0
3783,-0.12072343,-0.18198118
3784,0.46900052,0.0
3785,-0.03422944,0.1918234
3786,0.0,-0.15119101
3787,0.0,-0.5980001
3788,0.0,0.5299317
3789,0.0,-0.23864615
3790,-0.6075269,-0.075268835
3791,-0.030347817,0.016805159
3793,0.9174922,0.22750255
3794,0.0,0.5259283
3795,-0.16412206,0.5433631
3796,0.0,0.02298851
3797,-0.09073359,0.0
3798,1.1460674,0.13186637
3799,4.1730466,0.0
3800,0.0,-0.19702838
3801,0.0,0.016810225
3802,1.3931608,0.14672406
3808,-1.8833336,0.0
3809,0.2024058,-0.12797825
3812,0.0,-0.009599584
3813,0.0,0.17145768
3814,0.0,0.01972812
3816,0.0,0.08643081
3819,0.0,-0.21277209
3821,0.24666907,0.34999782
3822,0.0,-0.0700855
3825,0.42285982,-0.20270209
3826,1.0626384,-0.60715663
3827,1.2534885,0.3043926
3829,0.37398362,0.0
3830,1.4016309,0.0359753
3831,1.774723,0.075092405
3832,0.736111,0.12442127
3833,2.8450105,0.24062267
3835,-0.20329876,0.0
3836,0.0,0.22224796
3837,2.9883912,0.071862906
3838,3.3999996,0.0
3839,3.3367696,0.0
3840,3.2170684,0.0
3841,0.41169372,0.0
3843,2.8928149,0.09177463
3844,0.0,0.036435682
3845,0.0,-0.079365075
3846,-0.33453226,0.0
3847,3.042424,0.0
3849,0.0,0.068384185
3851,0.0,0.18708222
3852,-0.16750133,-0.05673808
3854,0.0,0.23797256
3857,0.1286353,0.0
3858,0.0,1.1011084
3859,-2.2763762,-0.21037212
3861,0.29064497,-0.028458875
3862,0.28596482,0.18157904
3863,1.3076777,0.10426971
3864,3.335777,0.0
3865,-0.42680404,-0.19988535
3867,0.0,1.0060664
3868,-0.8594302,0.18431172
3869,-0.3780976,-0.3538831
3871,-2.0439987,0.0
3872,0.0,0.06915507
3875,0.9142856,0.08730157
3877,3.8656754,0.0
3878,0.0,-0.02083334
3879,-0.62984204,0.0
3880,0.0,-1.1180557
3882,0.31731534,-0.09588739
3884,0.21379776,0.0
3885,0.0,0.17821792
3889,1.7881217,0.0
3892,0.0,-0.0074248817
3893,-0.068003714,-0.08700259
3895,-0.17077386,0.0
3896,0.24278206,0.0
3897,-0.26306468,-0.13453405
3898,0.07582758,0.0
3901,0.05201418,0.0
3903,0.0,-0.03965137
3908,2.0477264,0.039646678
3909,0.0,-0.19180913
3910,-1.9266789,0.0659992
3911,-0.108692825,-0.030452123
3912,-0.15974836,0.0
3913,0.0,-0.02998237
3914,0.0,0.053636998
3915,0.15758748,0.042693466
3916,0.071475804,0.21821451
3917,0.91146266,0.37639022
3918,2.7747457,0.0
3919,3.4073057,-0.015410974
3920,-0.15124384,0.085903846
3923,1.9863944,0.0
3925,0.0,-0.20050514
3926,2.292712,0.38211888
3927,1.9888476,0.0
3928,1.4410845,0.116440676
3929,0.0,0.025110543
3930,1.636074,0.075817876
3931,2.8362918,-0.035338588
3932,0.5650183,0.021176727
3933,1.153846,0.17628199
3934,2.1019607,0.0
3936,-0.0012299219,0.13914508
3937,2.7394135,0.0
3938,3.7804875,-0.09315712
3939,4.22695,0.0
3940,4.5412536,0.0
3941,3.4727273,0.0
3942,3.8070173,0.0
3943,0.0,-0.03250918
3945,4.239583,0.0
3946,0.21508291,0.0
3947,-2.4160585,0.0
3948,-0.15042739,0.02954415
3949,1.0223907,-0.6615355
3950,0.48840788,0.14854883
3952,-0.20738557,0.0
3953,-0.08807387,0.0
3955,0.48469022,0.0
3956,1.0349191,-0.17830637
3959,1.7341698,-0.0140631795
3961,1.8006535,0.0
3962,4.57387,0.0
3963,0.0,0.26425824
3964,1.9684542,0.14546084
3966,0.0,0.07678128
3967,-0.1302379,-0.005274525
3968,-0.6245339,0.022992862
3969,1.052047,0.110877156
3970,2.2308943,0.09078585
3972,-0.2429282,0.0
3973,2.010453,0.13540451
3974,1.3092885,0.0
3977,0.39757138,-0.09276674
3978,-0.06391023,0.0
3979,-0.16731997,-0.00043556446
3980,-0.53277314,0.0
3981,1.2048391,0.037502866
3982,0.19262977,-0.043830335
3983,-0.79681945,0.06190278
3984,0.16257362,0.0034108413
3986,1.0322695,-0.6883688
3987,0.015899098,0.0
3988,1.4120055,0.0765349
3989,0.0,-0.34432974
3990,3.265107,0.0
3991,2.8099768,0.0
3992,-0.03041823,0.0
3993,0.0,-0.327711
3994,0.43179017,0.32829216
3996,0.5555555,-0.20060422
3997,3.906204,0.08988761
3998,-0.38872162,-0.09273188
3999,-0.60454386,0.0
4000,0.17225945,0.0
4002,0.13945043,-0.01814414
4005,0.24773861,0.07132885
4006,2.3495533,0.06606524
4007,0.09347309,0.06231544
4008,-1.213547,0.11935541
4010,0.31485772,0.0
4011,0.31928435,0.3776081
4012,-0.58906996,0.0
4014,-1.9538224,-0.18214826
4015,1.2445109,0.0
4016,1.2262595,0.16119586
4017,0.46597278,-0.40931624
4018,-0.045631636,0.15608194
4019,0.4395843,-0.51249945
4020,0.2032343,-0.47421342
4021,0.08995245,0.06922757
4022,0.57763624,0.08790395
4023,-0.11429927,-0.01825276
4024,0.0,-0.16157754
4025,0.32301188,0.15978582
4027,0.7607534,-0.3552496
4029,0.1582766,0.07014358
4030,1.5330944,0.15563515
4031,0.035975765,-0.0299798
4033,0.10601105,0.050546307
4034,0.88483226,-0.1421663
4035,-0.08077707,0.0
4036,1.1319937,0.1226687
4037,0.0,0.1299351
4039,0.50351405,0.054384183
4040,-0.2224583,-0.092395775
4041,-0.0057504163,0.10727755
4042,0.2255216,0.0
4050,3.7364337,0.0
4051,4.030769,0.0
4052,0.30377454,0.0
4053,0.09999996,0.0
4054,0.27444062,-0.02036723
4055,0.0,0.0011742385
4056,0.22299531,0.2308371
4057,2.7555554,0.0
4061,-0.8050732,0.14359885
4062,0.22933327,0.15288895
4068,-0.15840214,0.0
4069,0.39526987,0.0
4070,0.0,-0.44528604
4074,-2.682927,0.0
4075,2.9999998,0.0
4077,-0.26170415,-0.79982066
4079,2.2547672,0.0
4080,0.0,0.20189136
4082,0.0,-0.30171794
4084,0.313507,0.016521871
4085,0.14769551,-0.12307957
4089,0.07697326,-0.06414437
4090,2.1269841,0.11243379
4091,0.5844476,0.0
4092,2.41896,0.0
4093,0.017045414,0.0
4095,0.0,0.034810137
4096,3.9999998,0.0
4097,2.0158727,0.0
4098,0.0,0.05468062
4099,0.49074066,0.0
4100,-0.7596898,0.031007715
4102,0.11126309,-1.0508249
4103,0.058218464,0.13403732
4104,-0.385217,0.0
4105,0.7594415,0.40792748
4110,-0.077777766,0.0
4113,0.0,0.10918718
4115,0.0,-0.032524586
4118,0.0,-0.06283069
4119,0.0,-0.063338734
4121,1.1230199,0.062566005
4123,0.312745,-0.405719
4124,2.1087685,-0.036256135
4125,3.2820508,0.0
4127,0.0,0.09244074
4128,1.9041938,0.15884843
4129,0.65848666,0.0
4130,0.84405035,0.36289746
4131,1.8371333,0.0
4132,0.12064391,-0.10053657
4133,1.7068486,0.09771708
4135,2.5173116,0.031115599
4138,3.9528022,0.0
4139,0.2229729,0.0
4141,0.3802681,0.0
4143,1.8600606,-0.09224239
4144,0.18431947,0.00073553156
4146,0.37150636,0.0
4147,-0.98536056,-0.14039044
4148,0.7232592,-0.085945696
4149,-0.26618522,0.044765387
4153,0.2007528,0.056566317
4154,2.1601598,0.0
4155,-0.3118914,0.19265759
4157,-2.9270833,0.05425345
4158,1.4442958,0.0
4159,0.08631736,0.0
4160,0.43786117,0.0
4161,0.6495864,0.0
4162,-0.10516935,0.0
4164,0.010162589,-0.14735766
4166,0.13653037,-0.11377529
4167,0.005704958,0.0
4168,0.32340154,0.0
4169,0.257629,0.0
4170,0.0,-0.08928567
4172,1.6060606,0.0
4175,0.0,0.16281506
4176,0.018726584,0.0
4177,0.0,0.024671016
4179,0.0,0.1007936
4183,0.0,0.4661886
4184,-1.7067136,0.07778754
4188,-0.6935485,0.0
4194,0.0,-0.022150403
4195,1.3961136,0.1258096
4196,2.3555553,0.0
4198,3.0707762,0.0
4199,-1.9002268,0.0
4200,-0.10462488,0.0
4203,-0.20393692,0.0
4205,0.0,0.025865793
4207,0.095901385,0.0
4210,0.35508388,0.020527568
4211,0.0,0.044608667
4212,0.0,0.1423961
4213,1.4291214,0.0
4214,0.27652693,0.32574177
4215,0.25651768,0.0
4216,0.0,0.077789664
4217,0.0,-0.5858274
4218,0.0,0.6101388
4219,-0.018439686,0.0
4220,0.15759821,0.0
4221,0.056873467,0.0
4222,3.5358024,0.0
4223,-0.23530501,0.13071984
4224,0.45880848,0.0
4225,0.42567435,-0.27177274
4226,0.5555555,-0.10771136
4227,0.29139775,0.0
4228,-0.34596434,0.0
4229,1.4585034,-0.15952384
4231,-0.024598354,-0.3497324
4232,1.6350033,0.023277566
4233,0.17849624,0.0
4234,0.34452406,0.0
4235,-0.6554166,-0.07782417
4237,0.0,0.24795087
4238,-0.7480619,0.0
4239,-0.2422921,-0.300417
4240,1.2644926,1.0
4241,4.5697603,0.0
4242,-0.37089196,0.0
4245,-1.2621952,0.0
4246,-0.48774946,0.11537101
4247,0.11282306,0.0
4248,0.4929864,-0.013304383
4250,0.7248322,-0.012117818
4251,-0.20876728,0.0
4252,-0.5458936,-0.16404986
4254,-0.057009127,0.3252853
4255,0.6216127,0.17270622
4256,0.6414964,0.0
4259,0.0,0.2478046
4261,-0.21383634,-0.43396235
4262,0.018994963,0.1230597
4265,0.23679863,0.0
4266,3.15748,0.5921914
4267,0.05121786,0.0
4270,1.385647,-0.0069751665
4272,0.0,0.087356344
4275,1.4392077,0.0
4276,0.0,-0.12386667
4277,1.7000903,-0.07640769
4278,0.0,0.08313421
4280,-0.01571186,0.10063659
4282,0.0,0.3284884
4283,0.0,0.3140641
4285,0.28194436,0.0
4289,-1.5379536,0.0
4291,0.0,-0.030418
4292,0.0,0.07050348
4293,0.35698,0.0
4294,1.2668564,-0.7582306
4297,0.0,0.08317415
4298,0.0,0.023087122
4299,0.25230068,-0.06788245
4300,0.0,0.7260639
4301,0.0,-0.26262623
4303,0.0,0.22222212
4304,0.4455877,-0.20208398
4305,0.4348139,0.0
4306,0.9636556,-0.061728477
4308,2.3874497,-0.33748326
4310,0.8159917,0.22800265
4317,-0.23390335,0.0
4318,0.0,0.0031484067
4321,0.22700241,0.119972035
4322,-2.0669255,0.0
4325,-4.530805,0.0
4326,-0.7640346,0.0
4327,-1.7744085,-0.017956952
4329,0.041291308,-0.03440942
4330,0.0,0.06994404
4333,0.3576044,0.23840311
4334,0.108854085,-0.633507
4336,-0.7747036,0.0
4340,0.24839634,0.0
4341,0.16268782,0.0
4342,0.0,-0.012706805
4343,1.4596014,0.008417886
4344,-0.02263299,0.018860823
4345,0.17837122,0.124024615
4351,0.22621515,-0.29363444
4355,0.049528267,0.0
4356,0.0,-0.2209185
4358,1.3749999,0.0
4361,0.0,-0.55778414
4366,1.3429422,-0.15299322
4367,0.08065722,0.07167449
4368,0.1702209,-0.14185072
4369,0.3785289,-0.0315442
4370,1.4882919,-0.06635839
4371,0.7127328,0.0
4372,0.29276142,0.6343166
4373,-0.17567568,0.0075075333
4375,0.0,-0.22486764
4378,0.13179888,-0.035507172
4380,0.04638508,0.0
4381,0.0,0.10526323
4382,1.4333333,0.0
4386,1.2566983,0.06845292
4387,-0.0816113,0.0
4388,1.3405163,0.59102863
4389,0.1876163,-0.01745806
4391,0.13242003,0.33828008
4392,-0.5570529,0.0
4393,0.0,0.9481229
4394,0.0,0.040555514
4395,0.0,0.08547005
4396,0.36742646,0.0
4397,0.25153536,0.0
4398,-0.8557069,0.0
4399,0.0,0.013802642
4400,2.1743588,0.0
4402,0.7431694,0.0
4403,0.19434197,0.09840094
4404,0.2646691,-0.06699963
4405,0.0,-0.33846158
4406,0.0,-0.006989503
4407,0.0,0.07637988
4410,0.0,-0.34912804
4412,4.028985,0.0
4413,3.1259258,0.0
4414,0.9871244,0.07212683
4416,1.4312352,0.0
4417,1.9923371,0.0
4419,0.0,0.09787469
4422,0.0,0.1302622
4424,-1.280599,0.06673175
4425,4.4999995,0.0
4426,0.0,0.11674711
4427,0.0,-0.124940425
4430,2.7999997,0.0
4431,0.0,-0.035460975
4432,0.0,0.16018862
4433,0.0,0.07973251
4435,0.0,-0.028344646
4437,1.8476189,0.04404758
4440,0.13803677,0.3016359
4443,2.1619875,0.10514143
4446,1.3872863,0.019756004
4447,0.27544484,0.09485965
4448,-0.34802264,0.0
4449,0.0,0.02136753
4450,0.52171355,0.3120434
4452,0.2549701,0.0
4453,-0.09704653,0.0
4454,-1.174954,0.10589317
4456,2.7450979,0.0
4457,-0.074074104,0.0
4459,-1.9250935,0.0
4460,3.2888887,0.0
4462,-0.15171644,0.0
4464,0.0,0.44355875
4466,0.06517091,0.0
4467,1.8558877,0.004515812
4470,0.0,0.19832855
4471,-0.9672067,0.0
4472,3.5238092,0.0
4474,0.0,0.03864373
4476,-0.32304516,0.0
4477,0.629518,0.0
4478,0.21712115,0.14474754
4480,1.420266,-0.08453313
4482,0.0,0.2808734
4483,-0.028271748,0.0
4484,0.0,0.07688706
4487,0.40815106,0.35208723
4488,0.55234927,0.095264345
4489,0.16844626,0.04151845
4492,1.552162,0.0
4493,1.2975851,0.0
4494,1.8567417,0.0
4495,0.0,0.18685058
4497,3.283237,0.0
4498,0.28064507,0.0
4499,0.107901946,-0.15028764
4501,1.4400725,0.0
4502,0.9612933,0.0
4504,-0.17077172,0.2194856
4508,0.16888575,0.12481508
4509,-0.08364079,0.0
4511,0.0,-0.021568626
4514,4.153086,0.0
4515,0.08275054,0.0
4516,0.5667891,0.0
4517,1.4671052,-0.027869135
4518,2.7728724,0.11676261
4519,1.4613463,0.0
4520,0.0,-0.106540814
4523,-2.8363392,0.08283237
4524,0.0,0.12439267
4526,2.693526,0.0
4529,0.0,-0.6871863
4531,0.39799005,0.0
4532,3.0145717,0.3441863
4533,0.85908103,0.10252849
4537,-0.46885055,0.0
4541,2.3769994,0.0
4543,-0.093119755,0.0
4544,1.7481072,0.22171763
4545,1.3905498,0.10381448
4546,0.7055349,0.0
4552,1.4057063,0.12381112
4553,1.2465985,0.0
4556,0.0,0.10683758
4558,0.39806738,-0.053945098
4559,0.0,-0.13525514
4560,2.7117794,0.0
4561,2.8824475,0.0
4562,-2.4728558,0.0
4563,0.1285377,0.3079142
4564,1.2609607,0.0
4565,0.21749404,0.0
4566,-0.0068407836,0.0
4567,-0.58652097,0.0
4568,0.011904793,0.0
4571,1.3627275,0.21383499
4572,0.29141188,0.0
4573,0.29145288,0.0
4574,-0.3249999,-0.0069444682
4576,4.0505047,0.0
4577,0.21493621,0.37644187
4580,1.0103173,0.0
4581,-2.91954,0.0
4583,0.0071684504,0.0
4584,-0.22267757,0.0
4585,-0.07225853,0.0
4586,-2.572464,0.0
4587,1.3855556,0.048259314
4590,0.0,0.097435944
4591,2.3100488,0.13242951
